id,output
878,(ORDER i wish to have (PIZZAORDER (NUMBER a ) pie which is (SIZE small ) in size along with (TOPPING peppers ) and (TOPPING mushrooms ) (STYLE thin crust ) ) )
879,(ORDER i'll go with (PIZZAORDER (NUMBER a ) pizza in (SIZE large ) size along with (TOPPING ham ) and (TOPPING chicken ) (TOPPING pineapple ) ) )
880,(ORDER i'd like to get (PIZZAORDER (NUMBER one ) pizza with (TOPPING pesto ) (TOPPING bacon ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
881,(ORDER i would like to have (PIZZAORDER (NUMBER two ) pizzas in (SIZE large ) size along with (TOPPING onions ) (STYLE thin crust ) without (NOT (TOPPING olives ) ) ) )
882,(ORDER i wish to have (PIZZAORDER (NUMBER five ) (SIZE small ) pizzas ) with (DRINKORDER (NUMBER one ) (DRINKTYPE sprite ) ) )
883,(ORDER can i please get (PIZZAORDER (NUMBER three ) (TOPPING ham ) and (TOPPING chicken ) pizzas with no (NOT (TOPPING mushrooms ) ) ) )
884,(ORDER i'll try (PIZZAORDER (NUMBER six ) pizzas with (TOPPING mushrooms ) and (STYLE thin crust ) (TOPPING peppers ) ) )
885,(ORDER id like to order (PIZZAORDER (NUMBER two ) (SIZE medium ) specialty (STYLE meat lovers ) pizzas ) )
886,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE large ) pizza tonight with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) let's see i also want (TOPPING pepperoni ) but i do not want any (NOT (TOPPING bacon ) ) ) thanks a lot )
887,(ORDER (PIZZAORDER (NUMBER four ) (SIZE large ) (TOPPING onion ) and (TOPPING pepperoni ) pizzas ) with (DRINKORDER (NUMBER a ) (VOLUME two liter ) of (DRINKTYPE coke ) ) )
888,(ORDER yeah just get me (PIZZAORDER (NUMBER a ) (SIZE large ) pie with (TOPPING mushrooms ) and (STYLE thin crust ) and no (NOT (TOPPING pepperoni ) ) ) )
889,(ORDER i'd like to get (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING mushrooms ) and (TOPPING tuna ) but leave off the (NOT (TOPPING bacon ) ) ) )
890,(ORDER order (PIZZAORDER (NUMBER one ) (SIZE small ) (STYLE deep dish ) pizza with (TOPPING italian sausage ) and (TOPPING onions ) ) )
891,(ORDER i'd like (DRINKORDER (NUMBER three ) (DRINKTYPE pepsis ) ) just (DRINKORDER (NUMBER one ) (DRINKTYPE coke ) ) and (DRINKORDER (NUMBER one ) (DRINKTYPE diet sprite ) ) i appreciate it )
892,(ORDER can i get (PIZZAORDER (NUMBER a ) (SIZE med ) pizza with (TOPPING chicken ) (TOPPING tuna ) but no (NOT (TOPPING pesto ) ) ) )
893,(ORDER let me have (PIZZAORDER (NUMBER one ) pizza in (SIZE large ) size along with (TOPPING onions ) (TOPPING olives ) (TOPPING sausage ) ) )
894,(ORDER today i need (PIZZAORDER (NUMBER a ) (SIZE large ) pizza and i'd like (TOPPING tuna ) (STYLE thin crust ) and add some (TOPPING ham ) ) i appreciate it )
895,(ORDER i want to order (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING pepperoni ) (TOPPING tuna ) and i do not want the (NOT (STYLE thin crust ) ) ) )
896,(ORDER put in an order for (PIZZAORDER (NUMBER two ) (SIZE medium ) pizzas with (TOPPING bacon ) and (TOPPING mushrooms ) ) and (PIZZAORDER (NUMBER one ) (SIZE small ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
897,(ORDER get me (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) and (TOPPING pineapple ) pizza with (TOPPING bacon ) ) on it )
898,(ORDER i'm ordering (PIZZAORDER (NUMBER six ) (SIZE small ) pies with (TOPPING peppers ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
899,(ORDER i wish to have (PIZZAORDER (SIZE medium ) (NUMBER one ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and (TOPPING onion ) ) and (DRINKORDER (NUMBER two ) (DRINKTYPE pepsis ) ) )
900,(ORDER i want to order (PIZZAORDER (NUMBER one ) (SIZE lunch ) pizza with (TOPPING black olives ) and (TOPPING green pepper ) ) (PIZZAORDER (NUMBER one ) (SIZE lunch ) pizza with (TOPPING ham ) and (TOPPING pineapple ) ) and (DRINKORDER (NUMBER two ) (SIZE medium ) (DRINKTYPE sprites ) ) )
901,(ORDER i want (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (STYLE everything ) except (NOT (TOPPING mushrooms ) ) and (NOT (TOPPING hot peppers ) ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE coke ) ) and (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE diet coke ) ) )
902,(ORDER i'd like (PIZZAORDER (NUMBER a ) (SIZE small ) pizza and the toppings i want are (TOPPING mushrooms ) and (TOPPING tuna ) (TOPPING olives ) ) please )
903,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with just (TOPPING cheese ) ) and (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING mushroom ) and (TOPPING onion ) ) on it )
904,(ORDER i need (PIZZAORDER (NUMBER two ) (SIZE large ) size pizzas ) )
905,(ORDER place an order for (PIZZAORDER (NUMBER three ) (SIZE small ) pizzas with (TOPPING black olives ) and (TOPPING banana peppers ) ) )
906,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING pineapple ) and (TOPPING spinach ) ) on it )
907,(ORDER i'd like (PIZZAORDER (NUMBER five ) pizzas all with (TOPPING onions ) (TOPPING peppers ) and (TOPPING pesto ) ) please )
908,(ORDER i would like to go for (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING mushrooms ) and (TOPPING tuna ) but without (NOT (TOPPING peppers ) ) ) )
909,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING sausage ) and (TOPPING olive ) pizza with (TOPPING ham ) ) on it )
910,(ORDER i'd have (PIZZAORDER (NUMBER a ) (SIZE medium ) pie along with (TOPPING chicken ) and add some (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) but hold (NOT (TOPPING onions ) ) ) )
911,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepper ) and (TOPPING pineapple ) pie no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) and i want (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) )
912,(ORDER i think i'll order (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING sausage ) and i'll try (TOPPING mushrooms ) on there too but i don't like (NOT (TOPPING pepperoni ) ) ) okay that's it )
913,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pineapple ) pie with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) no (NOT (TOPPING pesto ) ) ) though )
914,(ORDER order (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING tuna ) and (TOPPING sausage ) on it no (NOT (TOPPING pesto ) ) ) )
915,(ORDER good evening i need (DRINKORDER (NUMBER three ) (DRINKTYPE pepsis ) ) but just (DRINKORDER (NUMBER one ) (DRINKTYPE fanta ) ) in addition to that i'll take (DRINKORDER (NUMBER one ) (DRINKTYPE doctor pepper ) make it the (SIZE small ) ) size that's it )
916,(ORDER i need to order (DRINKORDER (NUMBER two ) (DRINKTYPE cokes ) ) to go with (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING sausage ) pizza ) )
917,(ORDER i like to have (PIZZAORDER (NUMBER five ) (SIZE small ) pizzas with (TOPPING sausage ) ) )
918,(ORDER i would like to get (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pesto ) and (TOPPING tuna ) pizza without (NOT (TOPPING peppers ) ) ) please )
919,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pesto ) and (TOPPING pineapple ) pie no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
920,(ORDER i need (DRINKORDER (NUMBER four ) (SIZE large ) sweetened (DRINKTYPE ice teas ) ) (DRINKORDER (NUMBER six ) (SIZE medium ) sweetened (DRINKTYPE ice teas ) ) (DRINKORDER (NUMBER five ) (SIZE large ) (DRINKTYPE unsweetened ice teas ) ) and (DRINKORDER (NUMBER two ) (SIZE medium ) (DRINKTYPE unsweetened ice teas ) ) )
921,(ORDER i like to try (PIZZAORDER (NUMBER six ) (TOPPING mushroom ) pizzas along with (STYLE thin crust ) (TOPPING peppers ) ) )
922,(ORDER i'd like (PIZZAORDER (NUMBER one ) (SIZE small ) pizza with (TOPPING olives ) and (TOPPING pesto ) but i don't want any (NOT (TOPPING peppers ) ) ) on it )
923,(ORDER i will try the (PIZZAORDER (NUMBER two ) (SIZE small ) pizzas with (TOPPING peppers ) (TOPPING bacon ) and with no (NOT (TOPPING olives ) ) ) )
924,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) - (TOPPING pineapple ) pizza but i'd like you to leave off the (NOT (TOPPING ham ) ) ) )
925,(ORDER i would like to get (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and (TOPPING pepperoni ) and no (NOT (TOPPING bacon ) ) ) please )
926,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE medium ) size pizza please no (NOT (TOPPING bacon ) ) the toppings should be (TOPPING ham ) and (TOPPING sausage ) ) only )
927,(ORDER could you give me (PIZZAORDER (NUMBER a ) (TOPPING mushroom ) and (TOPPING bacon ) pizza (SIZE large ) please and i want (TOPPING peppers ) ) on it too )
928,(ORDER i would like (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING bacon ) (TOPPING chicken ) and no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
929,(ORDER please may i have (PIZZAORDER (NUMBER one ) (SIZE small ) pie with (TOPPING onions ) (TOPPING ham ) (TOPPING pineapple ) ) )
930,(ORDER can i get (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pineapple ) and (TOPPING ham ) pizza without (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
931,(ORDER i'll go for a total of (PIZZAORDER (NUMBER three ) pizzas and i please top them all with (TOPPING peppers ) and (TOPPING chicken ) but no (NOT (TOPPING ham ) ) ) on any of them that's it for now )
932,(ORDER repeat my favorite order of (PIZZAORDER (NUMBER a ) crunchy (STYLE thin crust ) pizza with fresh (TOPPING mushrooms ) and (TOPPING pepperoni ) ) )
933,(ORDER i'd love to have (PIZZAORDER (NUMBER one ) (SIZE large ) pie with (TOPPING peppers ) and (TOPPING sausage ) along with (STYLE thin crust ) ) )
934,(ORDER i need to order (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING cheese ) pizzas with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING parmesan ) ) ) on top )
935,(ORDER i wanna get (PIZZAORDER (NUMBER a ) (SIZE small ) with (TOPPING onions ) and (TOPPING pineapple ) no (NOT (TOPPING sausage ) ) ) )
936,(ORDER i will try (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING pineapple ) and (TOPPING ham ) but no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) please )
937,(ORDER i want (PIZZAORDER (NUMBER one ) (SIZE large ) five topping pizza with the toppings being (TOPPING bacon ) (TOPPING onions ) (TOPPING banana peppers ) (TOPPING black olives ) and (TOPPING sausage ) ) )
938,(ORDER can i have (PIZZAORDER (NUMBER one ) (SIZE large ) pie with (TOPPING bacon ) (TOPPING pepperoni ) but no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) please )
939,(ORDER i'll try (PIZZAORDER (NUMBER one ) (SIZE small ) pizza with (TOPPING olives ) and some (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) but hold (NOT (TOPPING tuna ) ) ) )
940,(ORDER can you give me (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE combination ) pizza without (NOT (TOPPING mushrooms ) ) or (NOT (TOPPING bell peppers ) ) ) and (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING ham ) with (TOPPING onions ) pizza ) )
941,(ORDER i would like to get (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING tuna ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and no (NOT (TOPPING sausage ) ) ) please )
942,(ORDER get me (PIZZAORDER (NUMBER a ) (TOPPING ham ) and (TOPPING olive ) pie with no (NOT (TOPPING pepperoni ) ) ) on it )
943,(ORDER i would like (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE combination ) pizza ) (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING salami ) and (TOPPING mushroom ) pizza ) (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING pepperoni ) pizzas ) and i won't need drinks for this order )
944,(ORDER i need to get (PIZZAORDER (NUMBER four ) (SIZE medium ) (TOPPING bacon ) (TOPPING mushroom ) pizzas without (NOT (TOPPING peppers ) ) ) )
945,(ORDER please order (DRINKORDER (NUMBER two ) (DRINKTYPE pepsis ) ) (DRINKORDER (NUMBER six ) (SIZE medium ) (DRINKTYPE doctor peppers ) ) and (DRINKORDER (NUMBER five ) (SIZE medium ) (DRINKTYPE diet cokes ) ) )
946,(ORDER i need (PIZZAORDER (NUMBER one ) (SIZE small ) pizza with (TOPPING chicken ) and (TOPPING mushrooms ) and without (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
947,(ORDER can i get (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE thin crust ) pizza with (TOPPING chicken ) and (TOPPING onions ) ) on it )
948,(ORDER i'll try (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING onions ) (TOPPING peppers ) but hold (NOT (TOPPING ham ) ) ) )
949,(ORDER i'd like a total of (PIZZAORDER (NUMBER five ) (SIZE small ) pizzas on all of them please put (TOPPING mushrooms ) and (TOPPING bacon ) ) and give me (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) please )
950,(ORDER i want (PIZZAORDER (NUMBER a ) pizza pie make it (SIZE small ) and for toppings i'm in the mood for (TOPPING peppers ) also i want some (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and (TOPPING pesto ) ) too oh i almost forgot give me (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) also )
951,(ORDER hi how are you okay today i'd like to order (PIZZAORDER (NUMBER a ) (SIZE large ) pizza and i want that (STYLE thin crust ) also i want (TOPPING peppers ) on there as well as (TOPPING sausage ) ) )
952,(ORDER please order (DRINKORDER (NUMBER one ) (DRINKTYPE pepsi ) ) (DRINKORDER (NUMBER six ) (DRINKTYPE fantas ) ) and (DRINKORDER (NUMBER a ) (SIZE small ) (DRINKTYPE diet sprite ) ) for me )
953,(ORDER i only want (PIZZAORDER (NUMBER a ) (SIZE small ) pizza today please put (TOPPING olives ) and (TOPPING pesto ) on there but no (NOT (TOPPING peppers ) ) ) today thanks )
954,(ORDER i'll go with (PIZZAORDER (NUMBER six ) number of (SIZE small ) pies along with (TOPPING peppers ) and (COMPLEX_TOPPING (QUANTITY more ) (TOPPING cheese ) ) ) )
955,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) and (TOPPING chicken ) pie with no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
956,(ORDER i need (PIZZAORDER (NUMBER a ) (STYLE thin crust ) pizza topped with (TOPPING mushrooms ) and (TOPPING chicken ) ) )
957,(ORDER hello my order is for (PIZZAORDER (NUMBER one ) pie and i'd like it if it came with (TOPPING sausage ) (TOPPING olives ) as well as (TOPPING pineapple ) ) thank you so much )
958,(ORDER begin an order for (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING sausage ) pizzas with (COMPLEX_TOPPING (QUANTITY light ) (TOPPING sauce ) ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
959,(ORDER i'd like (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING chicken ) and (TOPPING peppers ) and leave off the (NOT (TOPPING ham ) ) ) please )
960,(ORDER i'm in the mood for (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING sausage ) on it and also (TOPPING tuna ) but i don't like (NOT (TOPPING pesto ) ) ) thanks )
961,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING vegan pepperoni ) pizza with (TOPPING arugula ) ) on top )
962,(ORDER i'd like an order placed for (PIZZAORDER (NUMBER two ) (SIZE large ) pizzas with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING bacon ) ) and no (NOT (TOPPING tomato sauce ) ) ) )
963,(ORDER today i'd like (PIZZAORDER (NUMBER a ) (SIZE medium ) pie with (TOPPING pesto ) (TOPPING onions ) but please no (NOT (TOPPING bacon ) ) ) thanks )
964,(ORDER i would like to have (PIZZAORDER (NUMBER a ) (SIZE medium ) size pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) (STYLE thin crust ) and (TOPPING pesto ) ) )
965,(ORDER (PIZZAORDER (SIZE large ) pizza with (TOPPING bacon ) (TOPPING pepperoni ) and no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) please )
966,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING sausage ) and (TOPPING pesto ) pie on (STYLE thin crust ) ) )
967,(ORDER i'll try (PIZZAORDER (NUMBER one ) pizza and some (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) (TOPPING sausage ) but please avoid (NOT (TOPPING pesto ) ) ) )
968,(ORDER start an order for (PIZZAORDER (NUMBER two ) (STYLE deep dish ) pizzas with (STYLE all the meats ) ) on them )
969,(ORDER id like to put in an order for (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) and (TOPPING pineapple ) pizza ) with (DRINKORDER (NUMBER a ) (SIZE medium ) (DRINKTYPE dr pepper ) ) )
970,(ORDER i'd like to order (PIZZAORDER (NUMBER one ) pizza and i'd like (TOPPING pepperoni ) on it along with (TOPPING pineapple ) and (TOPPING bacon ) ) thanks )
971,(ORDER i'd like to place an order for (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING sausage ) (TOPPING mushrooms ) (TOPPING anchovies ) and (TOPPING bacon ) ) and (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE sprite ) ) and (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE coke ) ) )
972,(ORDER i want to order (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING sausage ) pizza woth (TOPPING banana peppers ) ) )
973,(ORDER i'd like to order (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (TOPPING italian sausage ) ) and (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (TOPPING pepperoni ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) and i'd like (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE cokes ) ) and (DRINKORDER (NUMBER one ) (SIZE small ) (DRINKTYPE mountain dew ) ) )
974,(ORDER get me (PIZZAORDER (NUMBER a ) (TOPPING pineapple ) and (TOPPING bacon ) pizza without the (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
975,(ORDER can you order (PIZZAORDER (NUMBER five ) (TOPPING alfredo chicken ) pizzas ) for me )
976,(ORDER (PIZZAORDER (NUMBER a ) pizza (SIZE med ) sized with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) (TOPPING tuna ) and (TOPPING mushrooms ) ) added )
977,(ORDER order (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING peppers ) and (TOPPING olives ) without (NOT (TOPPING tuna ) ) ) )
978,(ORDER i'll go for (PIZZAORDER (NUMBER a ) (SIZE small ) pizza along with (TOPPING pesto ) and (TOPPING pepperoni ) and some (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
979,(ORDER let me have (PIZZAORDER (NUMBER three ) pizzas and i'd like them all with (TOPPING bacon ) and (TOPPING tuna ) but without (NOT (TOPPING pepperoni ) ) ) )
980,(ORDER i need (DRINKORDER (NUMBER three ) (DRINKTYPE pepsis ) ) along with (DRINKORDER (NUMBER a ) (DRINKTYPE coke ) ) and (DRINKORDER (NUMBER a ) (DRINKTYPE diet sprite ) ) )
981,(ORDER i'd try (PIZZAORDER (NUMBER a ) (SIZE large ) pizza and (TOPPING pepperoni ) with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) but avoid (NOT (TOPPING mushrooms ) ) ) )
982,(ORDER id like to order (PIZZAORDER (NUMBER two ) (SIZE large ) (STYLE meat lovers ) pizza with a (STYLE gluten-free crust ) and (TOPPING spicy red sauce ) ) )
983,(ORDER i'll have (PIZZAORDER (NUMBER a ) (SIZE medium ) size pizza for the toppings i'll have (TOPPING pineapple ) (TOPPING peppers ) and (TOPPING onions ) ) thanks )
984,(ORDER i would like (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING peppers ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and (TOPPING pesto ) ) please add (DRINKORDER (NUMBER one ) (DRINKTYPE pepsi ) ) )
985,(ORDER order (PIZZAORDER (NUMBER a ) pizza with (TOPPING mushrooms ) and (TOPPING pesto ) without any (NOT (TOPPING pineapple ) ) ) )
986,(ORDER i'll go with (PIZZAORDER (NUMBER a ) pie in (SIZE large ) size with (TOPPING tuna ) and (TOPPING ham ) but without (NOT (TOPPING chicken ) ) ) )
987,(ORDER can i get (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING mushrooms ) and (TOPPING ham ) with no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
988,(ORDER i prefer (PIZZAORDER (NUMBER one ) pie with (SIZE large ) size along with (TOPPING peppers ) (TOPPING sausage ) and (STYLE thin crust ) ) )
989,(ORDER i'd have (PIZZAORDER (NUMBER a ) (SIZE large ) pizza and (TOPPING ham ) with (TOPPING chicken ) (TOPPING pineapple ) ) )
990,(ORDER get (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING mushrooms ) (TOPPING chicken ) but no (NOT (TOPPING sausage ) ) ) )
991,(ORDER i'll go for (PIZZAORDER (NUMBER two ) (SIZE large ) pies along with (TOPPING peppers ) added with (TOPPING ham ) and (TOPPING olives ) ) )
992,(ORDER i want to get (PIZZAORDER (NUMBER two ) pies that contain (TOPPING pineapple ) (TOPPING onions ) but no (NOT (TOPPING pepperoni ) ) ) )
993,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING ham ) and (TOPPING bacon ) pizza with (TOPPING sausage ) ) on it )
994,(ORDER (PIZZAORDER (NUMBER three ) (SIZE medium ) pizzas with (TOPPING black olives ) ) on all of them )
995,(ORDER i need you to order me (PIZZAORDER (NUMBER a ) (TOPPING mushrooms ) and (TOPPING olives ) pizza ) with (DRINKORDER (NUMBER a ) (CONTAINERTYPE can ) of (DRINKTYPE sprite ) ) )
